post_title,post_content,direccion,coordenada,tipoligia,agua,luz,cobertura,estado_conservacion,propiedad,ID,Excerpt,Image URL,Image Filename,Image Path,Image ID,Image Title,Image Caption,Image Description,Image Alt Text,Image Featured
Caleruega Underground Cellar,,,,,,,,,,8901,Caleruega,https://burgosfilmcommission.org/wp-content/uploads/2023/09/BodegaCaleruega1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/BodegaCaleruega3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/BodegaCaleruega2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/BodegaCaleruega4.jpg,BodegaCaleruega1.jpg|BodegaCaleruega3.jpg|BodegaCaleruega2.jpg|BodegaCaleruega4.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/BodegaCaleruega1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/BodegaCaleruega3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/BodegaCaleruega2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/BodegaCaleruega4.jpg,8907|8903|8905|8910,BodegaCaleruega1|BodegaCaleruega3|BodegaCaleruega2|BodegaCaleruega4,|||,|||,|||,https://burgosfilmcommission.org/wp-content/uploads/2023/09/BodegaCaleruega1.jpg
Humedales de Villalba de Duero,"El origen de este conjunto de varias lagunas es la integración paisajística, tras una extracción de materiales para graveras, en el entorno de la margen derecha del río Duero en la zona de Vilalba de Duero. Así, observamos viñedos en finchas vecinas.
Comprende un entorno de unas 64 hectáreas, contando la mayor de las lagunas con unas 4 hectáreas de superficie. Se avistan aves con facilidad y se llega sin problema alguno en vehículo.
(Fotografías cedidas por Javier de Pedro Juan)
(Fotografías cedidas por Miguel Salazar - Alma Prod.)",Villalba de Duero (Camino de El Carrascal),": 41º 40´ 37´´ N, 3º 46´ 02´´ W",lagunas,sí.,no.,sí.,muy bueno.,Gestión pública,8914,Villalba de Duero,https://burgosfilmcommission.org/wp-content/uploads/2023/09/LagunasVillalba2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/LagunasVillalba3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/LagunasVillalba1.jpg,LagunasVillalba2.jpg|LagunasVillalba3.jpg|LagunasVillalba1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/LagunasVillalba2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/LagunasVillalba3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/LagunasVillalba1.jpg,8918|8916|8920,LagunasVillalba2|LagunasVillalba3|LagunasVillalba1,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2023/09/LagunasVillalba2.jpg
Wetlands of Villalba de Duero,"The origin of this set of several lagoons is the landscape integration, after an extraction of materials for gravel pits, in the environment of the right bank of the Duero River in the area of Vilalba de Duero. Thus, we can see vineyards in neighboring farms.
It covers an area of about 64 hectares, with the largest of the lagoons with a surface area of about 4 hectares. Birds are easily spotted and it is easily reached by car.",,,,,,,,,8915,Villalba de Duero,https://burgosfilmcommission.org/wp-content/uploads/2023/09/LagunasVillalba2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/LagunasVillalba3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/LagunasVillalba1.jpg,LagunasVillalba2.jpg|LagunasVillalba3.jpg|LagunasVillalba1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/LagunasVillalba2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/LagunasVillalba3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/LagunasVillalba1.jpg,8919|8917|8921,LagunasVillalba2|LagunasVillalba3|LagunasVillalba1,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2023/09/LagunasVillalba2.jpg
Finca Malayerba,"Malayerba es una agroforestería regenerativa y custodia del territorio, un agropaisaje experimental donde la agricultura disidente y el arte crean un espacio para conectar.
Situado a tres kilómetros del núcleo urbano de Caleruega, en una zona de transición entre un encinar y campos de cereal, supone un agente activo de custodia del paisaje que actúa para atenuar los impactos del cambio climático creando espacios para conectar y catalizar un cambio en el paradigma agrícola actual.","Ctra. Bu-922, km 3, Caleruega","41º 48´ 60´´ N, 3º 27´ 29´´ W",campos de cultivo,sí.,no.,sí.,muy bueno.,gestión privada,8928,Caleruega,https://burgosfilmcommission.org/wp-content/uploads/2023/09/Malayerba4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/Malayerba5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/Malayerba3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/Malayerba2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/Malayerba1.jpg,Malayerba4.jpg|Malayerba5.jpg|Malayerba3.jpg|Malayerba2.jpg|Malayerba1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/Malayerba4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/Malayerba5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/Malayerba3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/Malayerba2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/Malayerba1.jpg,8932|8930|8934|8936|8938,Malayerba4|Malayerba5|Malayerba3|Malayerba2|Malayerba1,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2023/09/Malayerba4.jpg
Malayerba farm,"Malayerba is a regenerative agroforestry and land stewardship, an experimental agro-landscape where dissident agriculture and art create a space to connect.
Located three kilometers from the urban center of Caleruega, in a transition zone between a holm oak forest and cereal fields, it is an active agent of landscape stewardship that acts to mitigate the impacts of climate change by creating spaces to connect and catalyze a change in the current agricultural paradigm.",,,,,,,,,8929,Caleruega,https://burgosfilmcommission.org/wp-content/uploads/2023/09/Malayerba4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/Malayerba5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/Malayerba3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/Malayerba2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/Malayerba1.jpg,Malayerba4.jpg|Malayerba5.jpg|Malayerba3.jpg|Malayerba2.jpg|Malayerba1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/Malayerba4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/Malayerba5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/Malayerba3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/Malayerba2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/Malayerba1.jpg,8933|8931|8935|8937|8939,Malayerba4|Malayerba5|Malayerba3|Malayerba2|Malayerba1,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2023/09/Malayerba4.jpg
Aparcamiento subterráneo del Complejo de la Evolución,"El aparcamiento cuenta con dos plantas subterráneas, dado las grandes dimensiones con las que cuenta (unos 1400 metros cuadrados y 550 plazas), la segunda planta se usa en contadas ocasiones y se encuentra vacía la mayor parte del tiempo.","Paseo Sierra de Atapuerca S/N, Burgos","42º 20´ 21´´ N, 3º 41´ 53´´ W",equipamientos,sí.,sí.,media.,muy bueno,gestión pública,8946,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2023/09/parking3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/parking1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/parking2.jpg,parking3.jpg|parking1.jpg|parking2.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/parking3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/parking1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/parking2.jpg,8952|8948|8950,parking3|parking1|parking2,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2023/09/parking3.jpg
Subway parking lot of the Human Evolution Complex,"The parking lot has two subway floors, but given its large size (about 1400 square meters and 550 parking spaces), the second floor is rarely used and is empty most of the time.",,,,,,,,,8947,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2023/09/parking3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/parking1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/parking2.jpg,parking3.jpg|parking1.jpg|parking2.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/parking3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/parking1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/parking2.jpg,8953|8949|8951,parking3|parking1|parking2,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2023/09/parking3.jpg
Real Círculo de la Unión (Casino de Burgos),"Edificio de 4 plantas con decoración rica en detalles. Perfecto para una ambientación decimonónica. Cuenta con varias dependencias, aunque llama especialmente la atención la planta baja en la que se sitúa el comedor.","Paseo del Espolón 26, Burgos","42º 20´ 27´´ N, 3º 42´ 06´´ W",civil,sí.,sí.,sí.,Muy bueno.,gestión privada,9059,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2023/09/casino1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/casino2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/casino3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/casino4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/casino5.jpg,casino1.jpg|casino2.jpg|casino3.jpg|casino4.jpg|casino5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/casino1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/casino2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/casino3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/casino4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/casino5.jpg,9061|9063|9065|9067|9069,casino1|casino2|casino3|casino4|casino5,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2023/09/casino1.jpg
Real Círculo de la Unión (Burgos Casino),"4-story building with richly decorated in detail. Perfect for a nineteenth-century setting. It has several rooms, although the first floor, where the dining room is located, is particularly noteworthy.
.",,,,,,,,,9060,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2023/09/casino1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/casino2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/casino3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/casino4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/casino5.jpg,casino1.jpg|casino2.jpg|casino3.jpg|casino4.jpg|casino5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/casino1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/casino2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/casino3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/casino4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/casino5.jpg,9062|9064|9066|9068|9070,casino1|casino2|casino3|casino4|casino5,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2023/09/casino1.jpg
La Yecla,"El paso del río Mataviejas por los macizos calcáreos al sur de Santo Domingo de Silos genera un impresionante tajo de unos 300 metros de longitud y unos pocos metros de anchura. En algunos puntos, se pueden tocar las dos paredes de la roca.
No permite el acceso de un equipo voluminoso, aunque hay un aparcamiento en la parte sur que permite desplazar material sin excesiva dificultad.","Carretera BU-910, km 40; Santo Domingo de Silos","41º 56´ 53´´ N, 3º 26´ 34´´ W",río,sí.,no.,"en la zona más interior, no. En los accesos, sí.","bueno, pero por precaución, es necesario trabajar con casco",gestión pública,9532,Santo Domingo de Silos,https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla2.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla1.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla3.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla5.jpg,yecla2.jpeg|yecla1.jpeg|yecla3.jpeg|yecla4.jpg|yecla5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/yecla2.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/yecla1.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/yecla3.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/yecla4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/yecla5.jpg,9536|9534|9538|9540|9542,yecla2|yecla1|yecla3|yecla4|,||||Visita técnica a la Yecla,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla2.jpeg
La Yecla,"The passage of the Mataviejas River through the limestone massifs to the south of Santo Domingo de Silos generates an impressive gorge some 300 metres long and a few metres wide. At some points, you can touch the two rock walls.
It does not allow access for bulky equipment, although there is a car park on the south side that allows equipment to be moved without undue difficulty.",,,,,,,,,9533,Santo Domingo de Silos,https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla2.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla1.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla3.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla5.jpg,yecla2.jpeg|yecla1.jpeg|yecla3.jpeg|yecla4.jpg|yecla5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/yecla2.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/yecla1.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/yecla3.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/yecla4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/yecla5.jpg,9537|9535|9539|9541|9543,yecla2|yecla1|yecla3|yecla4|yecla5,||||Visita técnica a la Yecla,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla2.jpeg
Monasterio de La Vid,,"Camino Real 3, La Vid","41º 37´ 45´´ N, 3º 29´ 17´´ W",templo religioso,sí.,sí.,sí.,muy bueno,gestión por parte de la Orden de Agustinos,9618,La Vid,https://burgosfilmcommission.org/wp-content/uploads/2024/06/vid4.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/vid12.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/vid9.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/vid8.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/vid11.jpeg,vid4.jpeg|vid12.jpg|vid9.jpeg|vid8.jpeg|vid11.jpeg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/vid4.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/vid12.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/vid9.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/vid8.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/vid11.jpeg,9620|9623|9625|9627|9629,vid4|vid12|vid9|vid8|vid11,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2024/06/vid4.jpeg
La Vid Monastery,"An Augustinian monastery of more than 7,000 square metres on the banks of the Duero river. It has a guest house and several enclosures of which two cloisters and the large church stand out.",,,,,,,,,9619,La Vid,https://burgosfilmcommission.org/wp-content/uploads/2024/06/vid4.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/vid12.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/vid9.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/vid8.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/vid11.jpeg,vid4.jpeg|vid12.jpg|vid9.jpeg|vid8.jpeg|vid11.jpeg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/vid4.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/vid12.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/vid9.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/vid8.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/vid11.jpeg,9621|9624|9626|9628|9630,vid4|vid12|vid9|vid8|vid11,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2024/06/vid4.jpeg
Bar Figa Ta Tía,"Bar - Restaurante situado en el centro de la ciudad de Burgos, en la emblemática zona de Las Llanas.
Cuenta con una decoración que genera un ambiente relajado. Distribuido en dos plantas, de la que destaca su zona abuhardillada.","C/ Llana de Adentro 5, Burgos","42º 20´ 30´´ N, 3º 42´ 12´´ W",Bar - Restaurante,sí.,sí.,sí.,muy bueno,privada,9710,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2024/06/figa4.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/figa6.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/figa5.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/figa3.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/figa2.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/figa1.jpeg,figa4.jpeg|figa6.jpeg|figa5.jpeg|figa3.jpeg|figa2.jpeg|figa1.jpeg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/figa4.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/figa6.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/figa5.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/figa3.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/figa2.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/figa1.jpeg,9716|9712|9714|9718|9720|9722,figa4|figa6|figa5|figa3|figa2|figa1,|||||,|||||,|||||,https://burgosfilmcommission.org/wp-content/uploads/2024/06/figa4.jpeg
Figa Ta Tía Bar,"Bar - Restaurant located in the centre of the city of Burgos, in the emblematic area of Las Llanas.
It has been decorated to create a relaxed atmosphere. Distributed over two floors, with an attic area that stands out.",,,,,,,,,9711,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2024/06/figa4.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/figa6.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/figa5.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/figa3.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/figa2.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/figa1.jpeg,figa4.jpeg|figa6.jpeg|figa5.jpeg|figa3.jpeg|figa2.jpeg|figa1.jpeg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/figa4.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/figa6.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/figa5.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/figa3.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/figa2.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/figa1.jpeg,9717|9713|9715|9719|9721|9723,figa4|figa6|figa5|figa3|figa2|figa1,|||||,|||||,|||||,https://burgosfilmcommission.org/wp-content/uploads/2024/06/figa4.jpeg
La Casa de Enmedio,Alojamiento rural de dos plantas con una superficie en planta de unos 120 metros cuadrados y un amplio jardín. Se sitúa al pie de la Sierra de la Demanda.,"C/ Mayor 8, San Vicente del Valle","42º 20´ 15´´ N, 3º 09´ 44´´ W",hotel rural,sí.,sí.,sí.,muy bueno,privada,9727,San Vicente del Valle,https://burgosfilmcommission.org/wp-content/uploads/2024/06/enmedio1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/enmedio6.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/enmedio5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/enmedio4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/enmedio2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/enmedio7.jpg,enmedio1.jpg|enmedio6.jpg|enmedio5.jpg|enmedio4.jpg|enmedio2.jpg|enmedio7.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/enmedio1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/enmedio6.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/enmedio5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/enmedio4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/enmedio2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/enmedio7.jpg,9738|9730|9732|9734|9736|9740,enmedio1|enmedio6|enmedio5|enmedio4|enmedio2|enmedio7,|||||,|||||,|||||,https://burgosfilmcommission.org/wp-content/uploads/2024/06/enmedio1.jpg
Enmedio´s house,,,,,,,,,,9728,San Vicente del Valle,https://burgosfilmcommission.org/wp-content/uploads/2024/06/enmedio1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/enmedio6.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/enmedio5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/enmedio4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/enmedio2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/enmedio7.jpg,enmedio1.jpg|enmedio6.jpg|enmedio5.jpg|enmedio4.jpg|enmedio2.jpg|enmedio7.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/enmedio1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/enmedio6.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/enmedio5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/enmedio4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/enmedio2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/enmedio7.jpg,9739|9731|9733|9735|9737|9741,enmedio1|enmedio6|enmedio5|enmedio4|enmedio2|enmedio7,|||||,|||||,|||||,https://burgosfilmcommission.org/wp-content/uploads/2024/06/enmedio1.jpg
Granja Escuela Arlanzón,"Situado en la margen derecha del río Arlanzón, a un kilómetro del municipio del mismo nombre, este albergue cuenta con unas instalaciones muy versátiles que incluyen zonas de cuidado de alojamiento, comedor, cuidado de animales, huerta y jardines que suman unas dos hectáreas y media.","Camino de los Molinos s/n, Arlanzón","42º 19´ 09´´ N, 3º 28´ 12´´ W",hotel rural,sí.,sí.,sí.,muy bueno,privada,9742,Arlanzón,https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon5.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon8.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon7.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon6.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon4.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon2.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon1.jpeg,GranjaEscuelaArlanzon5.jpeg|GranjaEscuelaArlanzon8.jpeg|GranjaEscuelaArlanzon7.jpeg|GranjaEscuelaArlanzon6.jpeg|GranjaEscuelaArlanzon4.jpeg|GranjaEscuelaArlanzon2.jpeg|GranjaEscuelaArlanzon1.jpeg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/GranjaEscuelaArlanzon5.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/GranjaEscuelaArlanzon8.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/GranjaEscuelaArlanzon7.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/GranjaEscuelaArlanzon6.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/GranjaEscuelaArlanzon4.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/GranjaEscuelaArlanzon2.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/GranjaEscuelaArlanzon1.jpeg,9750|9744|9746|9748|9752|9754|9756,GranjaEscuelaArlanzon5|GranjaEscuelaArlanzon8|GranjaEscuelaArlanzon7|GranjaEscuelaArlanzon6|GranjaEscuelaArlanzon4|GranjaEscuelaArlanzon2|GranjaEscuelaArlanzon1,||||||,||||||,||||||,https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon5.jpeg
